"CODIGO_CLIENTE","UF","IDADE","ESCOLARIDADE","ESTADO_CIVIL","QT_FILHOS","CASA_PROPRIA","QT_IMOVEIS","VL_IMOVEIS","OUTRA_RENDA_VALOR","TEMPO_ULTIMO_EMPREGO_MESES","TRABALHANDO_ATUALMENTE","ULTIMO_SALARIO","QT_CARROS","VALOR_TABELA_CARROS","SCORE_CREDITO","EMPRESTIMO"
"947","MG","19","Superior Cursando","Casado","2","Não","1","280000","0","12","Sim","9000","0","0","78","SIM"
"948","SC","23","Superior Completo","Casado","2","Não","3","700000","0","75","Não","17500","1","50000","84","NAO"
"949","PR","25","Segundo Grau Completo","Casado","3","Sim","1","340000","4000","90","Sim","13000","2","180000","89","SIM"
"950","RJ","27","Superior Cursando","Casado","3","Sim","1","450000","3200","93","Não","5300","0","0","95","NAO"
"951","SP","28","Superior Completo","Viuvo","1","Não","3","900000","0","150","Não","18300","1","80000","98","SIM"
"952","MG","30","Superior Cursando","Solteiro","0","Não","0","0","0","8","Sim","1800","0","0","12","NAO"
"953","SC","32","Superior Completo","Solteiro","1","Não","0","0","0","9","Não","4800","1","50000","82","SIM"
"954","PR","35","Segundo Grau Completo","Casado","0","Sim","1","220000","0","18","Sim","2200","2","30000","23","NAO"
"955","RJ","42","Superior Cursando","Casado","1","Sim","0","0","0","22","Não","3900","0","0","79","SIM"
"956","SP","45","Superior Completo","Divorciado","2","Não","1","370000","0","30","Sim","11500","1","35000","34","NAO"
"957","RJ","48","Segundo Grau Completo","Divorciado","0","Não","0","0","0","14","Sim","3100","2","40000","40","SIM"
"958","SP","51","Superior Cursando","Solteiro","0","Não","0","0","0","8","Sim","1800","0","0","12","NAO"
"959","MG","53","Superior Completo","Solteiro","1","Não","0","0","0","9","Não","4800","1","50000","75","SIM"
"960","SC","55","Segundo Grau Completo","Casado","0","Sim","1","220000","0","18","Sim","2200","2","30000","23","NAO"
"961","PR","57","Superior Cursando","Casado","1","Sim","0","0","0","22","Não","3900","0","0","92","SIM"
"962","RJ","62","Superior Completo","Divorciado","2","Não","1","370000","0","30","Sim","11500","1","35000","34","NAO"
"963","SP","65","Segundo Grau Completo","Divorciado","0","Não","0","0","0","14","Sim","3100","2","40000","40","SIM"
"964","MG","19","Superior Cursando","Solteiro","1","Sim","1","185000","3000","19","Sim","6800","0","0","45","NAO"
"965","SC","23","Superior Completo","Solteiro","1","Sim","2","450000","2400","25","Sim","22000","1","150000","51","SIM"
"966","PR","25","Segundo Grau Completo","Casado","0","Não","0","0","0","48","Sim","4500","2","28000","56","NAO"
"967","RJ","27","Superior Cursando","Casado","0","Não","0","0","0","120","Não","9800","0","0","62","SIM"
"968","SP","28","Superior Completo","Divorciado","2","Sim","2","600000","0","15","Sim","15000","1","70000","67","NAO"
"969","MG","30","Segundo Grau Completo","Divorciado","1","Sim","0","0","0","80","Não","6100","2","48000","73","SIM"
"970","SC","32","Superior Cursando","Casado","2","Não","1","280000","0","12","Sim","9000","0","0","78","NAO"
"971","PR","35","Superior Completo","Casado","2","Não","3","700000","0","75","Não","17500","1","50000","84","SIM"
"972","RJ","42","Segundo Grau Completo","Casado","3","Sim","1","340000","4000","90","Sim","13000","2","180000","89","NAO"
"973","SP","45","Superior Cursando","Casado","3","Sim","1","450000","3200","93","Não","5300","0","0","95","SIM"
"974","RJ","48","Superior Completo","Viuvo","1","Não","3","900000","0","150","Não","18300","1","80000","98","NAO"
"975","SP","51","Superior Cursando","Solteiro","0","Não","0","0","0","8","Sim","1800","0","0","86","SIM"
"976","MG","53","Superior Completo","Solteiro","1","Não","0","0","0","9","Não","4800","1","50000","18","NAO"
"977","SC","55","Segundo Grau Completo","Casado","0","Sim","1","220000","0","18","Sim","2200","2","30000","82","SIM"
"978","PR","57","Superior Cursando","Casado","1","Sim","0","0","0","22","Não","3900","0","0","29","NAO"
"979","RJ","62","Superior Completo","Divorciado","2","Não","1","370000","0","30","Sim","11500","1","35000","34","SIM"
"980","SP","65","Segundo Grau Completo","Divorciado","0","Não","0","0","0","14","Sim","3100","2","40000","40","NAO"
"981","MG","19","Superior Cursando","Solteiro","0","Não","0","0","0","8","Sim","1800","0","0","79","SIM"
"982","SC","23","Superior Completo","Solteiro","1","Não","0","0","0","9","Não","4800","1","50000","18","NAO"
"983","PR","25","Segundo Grau Completo","Casado","0","Sim","1","220000","0","18","Sim","2200","2","30000","82","SIM"
"984","RJ","27","Superior Cursando","Casado","1","Sim","0","0","0","22","Não","3900","0","0","29","NAO"
"985","SP","28","Superior Completo","Divorciado","2","Não","1","370000","0","30","Sim","11500","1","35000","34","SIM"
"986","MG","30","Segundo Grau Completo","Divorciado","0","Não","0","0","0","14","Sim","3100","2","40000","40","NAO"
"987","SC","32","Superior Cursando","Solteiro","1","Sim","1","185000","3000","19","Sim","6800","0","0","45","SIM"
"988","PR","35","Superior Completo","Solteiro","1","Sim","2","450000","2400","25","Sim","22000","1","150000","51","NAO"
"989","RJ","42","Segundo Grau Completo","Casado","0","Não","0","0","0","48","Sim","4500","2","28000","56","SIM"
"990","SP","45","Superior Cursando","Casado","0","Não","0","0","0","120","Não","9800","0","0","62","NAO"
"991","RJ","48","Superior Completo","Divorciado","2","Sim","2","600000","0","15","Sim","15000","1","70000","67","SIM"
"992","SP","51","Segundo Grau Completo","Divorciado","1","Sim","0","0","0","80","Não","6100","2","48000","73","NAO"
"993","MG","23","Superior Cursando","Casado","2","Não","1","280000","0","12","Sim","9000","0","0","78","SIM"
"994","SC","28","Superior Completo","Casado","2","Não","3","700000","0","75","Não","17500","1","50000","84","NAO"
"995","PR","30","Segundo Grau Completo","Casado","3","Sim","1","340000","4000","90","Sim","13000","2","180000","89","SIM"
"996","RJ","32","Superior Cursando","Casado","3","Sim","1","450000","3200","93","Não","5300","0","0","95","NAO"
"997","SP","35","Superior Completo","Viuvo","1","Não","3","900000","0","150","Não","18300","1","80000","98","SIM"
"998","MG","42","Superior Cursando","Solteiro","0","Não","0","0","0","8","Sim","1800","0","0","12","NAO"
"999","SC","45","Superior Completo","Solteiro","1","Não","0","0","0","9","Não","4800","1","50000","98","SIM"
"1000","PR","48","Segundo Grau Completo","Casado","0","Sim","1","220000","0","18","Sim","2200","2","30000","23","NAO"
"1001","RJ","51","Superior Cursando","Casado","1","Sim","0","0","0","22","Não","3900","0","0","58","SIM"
"1002","SP","53","Superior Completo","Divorciado","2","Não","1","370000","0","30","Sim","11500","1","35000","34","NAO"
"1003","MG","55","Segundo Grau Completo","Divorciado","0","Não","0","0","0","14","Sim","3100","2","40000","40","SIM"
"1004","SC","57","Superior Cursando","Solteiro","0","Não","0","0","0","8","Sim","1800","0","0","12","NAO"
"1005","PR","62","Superior Completo","Solteiro","1","Não","0","0","0","9","Não","4800","1","50000","75","SIM"
"1006","RJ","65","Segundo Grau Completo","Casado","0","Sim","1","220000","0","18","Sim","2200","2","30000","23","NAO"
"1007","SP","19","Superior Cursando","Casado","1","Sim","0","0","0","22","Não","3900","0","0","92","SIM"
"1008","RJ","23","Superior Completo","Divorciado","2","Não","1","370000","0","30","Sim","11500","1","35000","34","NAO"
"1009","SP","25","Segundo Grau Completo","Divorciado","0","Não","0","0","0","14","Sim","3100","2","40000","40","SIM"
"1010","MG","27","Superior Cursando","Solteiro","1","Sim","1","185000","3000","19","Sim","6800","0","0","45","NAO"
"1011","SC","28","Superior Completo","Solteiro","1","Sim","2","450000","2400","25","Sim","22000","1","150000","51","SIM"
"1012","PR","30","Segundo Grau Completo","Casado","0","Não","0","0","0","48","Sim","4500","2","28000","56","NAO"
"1013","RJ","32","Superior Cursando","Casado","0","Não","0","0","0","120","Não","9800","0","0","62","SIM"
"1014","SP","35","Superior Completo","Divorciado","2","Sim","2","600000","0","15","Sim","15000","1","70000","67","NAO"
"1015","MG","42","Segundo Grau Completo","Divorciado","1","Sim","0","0","0","80","Não","6100","2","48000","73","SIM"
"1016","SC","45","Superior Cursando","Casado","2","Não","1","280000","0","12","Sim","9000","0","0","78","NAO"
"1017","PR","48","Superior Completo","Casado","2","Não","3","700000","0","75","Não","17500","1","50000","84","SIM"
"1018","RJ","51","Segundo Grau Completo","Casado","3","Sim","1","340000","4000","90","Sim","13000","2","180000","89","NAO"
"1019","SP","53","Superior Cursando","Casado","3","Sim","1","450000","3200","93","Não","5300","0","0","95","SIM"
"1020","MG","55","Superior Completo","Viuvo","1","Não","3","900000","0","150","Não","18300","1","80000","98","NAO"
"1021","SC","57","Superior Cursando","Solteiro","0","Não","0","0","0","8","Sim","1800","0","0","86","SIM"
"1022","PR","62","Superior Completo","Solteiro","1","Não","0","0","0","9","Não","4800","1","50000","18","NAO"
"1023","RJ","65","Segundo Grau Completo","Casado","0","Sim","1","220000","0","18","Sim","2200","2","30000","82","SIM"
"1024","SP","19","Superior Cursando","Casado","1","Sim","0","0","0","22","Não","3900","0","0","29","NAO"
"1025","RJ","23","Superior Completo","Divorciado","2","Não","1","370000","0","30","Sim","11500","1","35000","34","SIM"
"1026","SP","25","Segundo Grau Completo","Divorciado","0","Não","0","0","0","14","Sim","3100","2","40000","40","NAO"
"1027","MG","27","Superior Cursando","Solteiro","0","Não","0","0","0","8","Sim","1800","0","0","79","SIM"
"1028","SC","28","Superior Completo","Solteiro","1","Não","0","0","0","9","Não","4800","1","50000","18","NAO"
"1029","PR","30","Segundo Grau Completo","Casado","0","Sim","1","220000","0","18","Sim","2200","2","30000","75","SIM"
"1030","RJ","32","Superior Cursando","Casado","1","Sim","0","0","0","22","Não","3900","0","0","29","NAO"
"1031","SP","35","Superior Completo","Divorciado","2","Não","1","370000","0","30","Sim","11500","1","35000","34","SIM"
"1032","MG","42","Segundo Grau Completo","Divorciado","0","Não","0","0","0","14","Sim","3100","2","40000","40","NAO"
"1033","SC","45","Superior Cursando","Solteiro","1","Sim","1","185000","3000","19","Sim","6800","0","0","45","SIM"
"1034","PR","48","Superior Completo","Solteiro","1","Sim","2","450000","2400","25","Sim","22000","1","150000","51","NAO"
"1035","RJ","51","Segundo Grau Completo","Casado","0","Não","0","0","0","48","Sim","4500","2","28000","56","SIM"
"1036","SP","53","Superior Cursando","Casado","0","Não","0","0","0","120","Não","9800","0","0","62","NAO"
"1037","MG","55","Superior Completo","Divorciado","2","Sim","2","600000","0","15","Sim","15000","1","70000","67","SIM"
"1038","SC","57","Segundo Grau Completo","Divorciado","1","Sim","0","0","0","80","Não","6100","2","48000","73","NAO"
"1039","PR","62","Superior Cursando","Casado","2","Não","1","280000","0","12","Sim","9000","0","0","78","SIM"
"1040","RJ","65","Superior Completo","Casado","2","Não","3","700000","0","75","Não","17500","1","50000","84","NAO"
"1041","SP","19","Segundo Grau Completo","Casado","3","Sim","1","340000","4000","90","Sim","13000","2","180000","89","SIM"
"1042","RJ","23","Superior Cursando","Casado","3","Sim","1","450000","3200","93","Não","5300","0","0","95","NAO"
"1043","SP","25","Superior Completo","Viuvo","1","Não","3","900000","0","150","Não","18300","1","80000","98","SIM"
"1044","MG","27","Superior Cursando","Solteiro","0","Não","0","0","0","8","Sim","1800","0","0","12","NAO"
"1045","SC","28","Superior Completo","Solteiro","1","Não","0","0","0","9","Não","4800","1","50000","92","SIM"
"1046","PR","30","Segundo Grau Completo","Casado","0","Sim","1","220000","0","18","Sim","2200","2","30000","23","NAO"
"1047","RJ","32","Superior Cursando","Casado","1","Sim","0","0","0","22","Não","3900","0","0","86","SIM"
"1048","SP","35","Superior Completo","Divorciado","2","Não","1","370000","0","30","Sim","11500","1","35000","34","NAO"
"1049","MG","42","Segundo Grau Completo","Divorciado","0","Não","0","0","0","14","Sim","3100","2","40000","40","SIM"
"1050","SC","45","Superior Cursando","Solteiro","0","Não","0","0","0","8","Sim","1800","0","0","12","NAO"
"1051","PR","48","Superior Completo","Solteiro","1","Não","0","0","0","9","Não","4800","1","50000","82","SIM"
"1052","RJ","51","Segundo Grau Completo","Casado","0","Sim","1","220000","0","18","Sim","2200","2","30000","23","NAO"
"1053","SP","53","Superior Cursando","Casado","1","Sim","0","0","0","22","Não","3900","0","0","79","SIM"
"1054","MG","55","Superior Completo","Divorciado","2","Não","1","370000","0","30","Sim","11500","1","35000","34","NAO"
"1055","SC","57","Segundo Grau Completo","Divorciado","0","Não","0","0","0","14","Sim","3100","2","40000","40","SIM"
"1056","PR","62","Superior Cursando","Solteiro","1","Sim","1","185000","3000","19","Sim","6800","0","0","45","NAO"
"1057","RJ","65","Superior Completo","Solteiro","1","Sim","2","450000","2400","25","Sim","22000","1","150000","51","SIM"
"1058","SP","19","Segundo Grau Completo","Casado","0","Não","0","0","0","48","Sim","4500","2","28000","56","NAO"
"1059","RJ","23","Superior Cursando","Casado","0","Não","0","0","0","120","Não","9800","0","0","62","SIM"
"1060","SP","25","Superior Completo","Divorciado","2","Sim","2","600000","0","15","Sim","15000","1","70000","67","NAO"
"1061","MG","27","Segundo Grau Completo","Divorciado","1","Sim","0","0","0","80","Não","6100","2","48000","73","SIM"
"1062","SC","28","Superior Cursando","Casado","2","Não","1","280000","0","12","Sim","9000","0","0","78","NAO"
"1063","PR","30","Superior Completo","Casado","2","Não","3","700000","0","75","Não","17500","1","50000","84","SIM"
"1064","RJ","32","Segundo Grau Completo","Casado","3","Sim","1","340000","4000","90","Sim","13000","2","180000","89","NAO"
"1065","SP","35","Superior Cursando","Casado","3","Sim","1","450000","3200","93","Não","5300","0","0","95","SIM"
"1066","MG","42","Superior Completo","Viuvo","1","Não","3","900000","0","150","Não","18300","1","80000","98","NAO"
"1067","SC","45","Superior Cursando","Solteiro","0","Não","0","0","0","8","Sim","1800","0","0","82","SIM"
"1068","PR","48","Superior Completo","Solteiro","1","Não","0","0","0","9","Não","4800","1","50000","18","NAO"
"1069","RJ","51","Segundo Grau Completo","Casado","0","Sim","1","220000","0","18","Sim","2200","2","30000","98","SIM"
"1070","SP","23","Superior Cursando","Casado","1","Sim","0","0","0","22","Não","3900","0","0","29","NAO"
"1071","MG","28","Superior Completo","Divorciado","2","Não","1","370000","0","30","Sim","11500","1","35000","34","SIM"
"1072","SC","30","Segundo Grau Completo","Divorciado","0","Não","0","0","0","14","Sim","3100","2","40000","40","NAO"
"1073","PR","32","Superior Cursando","Solteiro","0","Não","0","0","0","8","Sim","1800","0","0","58","SIM"
"1074","RJ","35","Superior Completo","Solteiro","1","Não","0","0","0","9","Não","4800","1","50000","18","NAO"
"1075","SP","42","Segundo Grau Completo","Casado","0","Sim","1","220000","0","18","Sim","2200","2","30000","75","SIM"
"1076","RJ","45","Superior Cursando","Casado","1","Sim","0","0","0","22","Não","3900","0","0","29","NAO"
"1077","SP","48","Superior Completo","Divorciado","2","Não","1","370000","0","30","Sim","11500","1","35000","34","SIM"
"1078","MG","51","Segundo Grau Completo","Divorciado","0","Não","0","0","0","14","Sim","3100","2","40000","40","NAO"
"1079","SC","53","Superior Cursando","Solteiro","1","Sim","1","185000","3000","19","Sim","6800","0","0","45","SIM"
"1080","PR","55","Superior Completo","Solteiro","1","Sim","2","450000","2400","25","Sim","22000","1","150000","51","NAO"
"1081","RJ","57","Segundo Grau Completo","Casado","0","Não","0","0","0","48","Sim","4500","2","28000","56","SIM"
"1082","SP","62","Superior Cursando","Casado","0","Não","0","0","0","120","Não","9800","0","0","62","NAO"
"1083","MG","65","Superior Completo","Divorciado","2","Sim","2","600000","0","15","Sim","15000","1","70000","67","SIM"
"1084","SC","19","Segundo Grau Completo","Divorciado","1","Sim","0","0","0","80","Não","6100","2","48000","73","NAO"
"1085","PR","23","Superior Cursando","Casado","2","Não","1","280000","0","12","Sim","9000","0","0","78","SIM"
"1086","RJ","25","Superior Completo","Casado","2","Não","3","700000","0","75","Não","17500","1","50000","84","NAO"
"1087","SP","27","Segundo Grau Completo","Casado","3","Sim","1","340000","4000","90","Sim","13000","2","180000","89","SIM"
"1088","MG","28","Superior Cursando","Casado","3","Sim","1","450000","3200","93","Não","5300","0","0","95","NAO"
